name;real_name;Creador;creation_date;superpowers;intelligence_score;strength_score;speed_score;durability_score;Creador;type_race;height ;weight ;has_telepathy;has_magic;has_immortality
Goku;Kakarotto;Lego;10/6/56;Accelerated Healing, Adaptation, Afterimage Creation, Agility, Audio Control, Chi Manipulation, Cold Resistance, Dimensional Travel, Durability, Energy Absorption, Energy Armor, Energy Beams, Energy Blasts, Enhanced Senses, Explosion Manipulation, Flight, Latent Abilities, Light Control, Longevity, Mind Control Resistance, Non-Physical Interaction, Portal Creation, Power Augmentation, Power Mimicry, Power Nullifier, Power Sense, Precognition, Radar Sense, Radiation Immunity, Reactive Power Level, Reflexes, Seismic Power, Shapeshifting, Stamina, Statistics Amplification, Summoning, Super Speed, Super Strength, Telepathy, Teleportation, Toxin and Disease Resistance, Weather Control;91;40;28;8;Good;Mutant;214.82;725.0;0.0;0.0;1.0
Golden Glider (CW);Lisa Snart;DC_Comics;12/11/41;Marksmanship, Reflexes, Weapon-based Powers, Weapons Master;86;9;72;38;Neutral;Other;79.25;613.59;0.0;0.0;0.0
Golden Master's Mech;Overlord;Marvel_Comics;15/11/96;Absorption, Acausality, Accelerated Healing, Age Manipulation, Agility, Animal Control, Anti-Gravity, Audio Control, Biokinesis, Bullet Time, Clairvoyance, Cold Resistance, Creation, Cryokinesis, Darkforce Manipulation, Dimensional Awareness, Dimensional Travel, Durability, Electrokinesis, Element Control, Endurance, Energy Absorption, Energy Beams, Energy Blasts, Energy Manipulation, Energy Resistance, Enhanced Hearing, Enhanced Memory, Enhanced Senses, Enhanced Sight, Enhanced Smell, Enhanced Touch, Existence Erasure, Fire Control, Fire Resistance, Flight, Force Fields, Gravity Control, Heat Resistance, Illusions, Immortality, Insanity, Intangibility, Intelligence, Invisibility, Invulnerability, Life Manipulation, Light Control, Longevity, Magic Resistance, Marksmanship, Matter Absorption, Matter Manipulation, Mind Blast, Mind Control, Mind Control Resistance, Molecular Manipulation, Nigh-Omnipotent, Nigh-Omnipresent, Nigh-Omniscient, Non-Corporeal, Non-Physical Interaction, Plant Control, Portal Creation, Possession, Power Absorption, Power Bestowal, Power Mimicry, Power Nullifier, Power Suit, Precognition, Reality Warping, Reflexes, Regeneration, Resurrection, Self-Sustenance, Shapeshifting, Size Changing, Smoke Manipulation, Soul Manipulation, Spatial Awareness, Stamina, Statistics Amplification, Stealth, Summoning, Super Breath, Super Speed, Technopath/Cyberpath, Telekinesis, Telepathy, Telepathy Resistance, Teleportation, Terrakinesis, Time Manipulation, Time Travel, Timeframe Control, Toxin and Disease Control, Toxin and Disease Resistance, Vision - Infrared, Vision - Thermal, Wallcrawling, Water Control, Weapon-based Powers, Weapons Master, Weather Control, Wind Control;58;17;24;37;Neutral;Human;286.22;490.41;1.0;0.0;1.0
Golden Ninja;Lloyd Garmadon;Other;8/1/73;Acausality, Accelerated Healing, Age Manipulation, Agility, Animated Shadow, Anti-Gravity, Audio Control, Bullet Time, Clairvoyance, Cold Resistance, Creation, Cryokinesis, Darkforce Manipulation, Dexterity, Dimensional Travel, Duplication, Durability, Durability Negation, Electrokinesis, Element Control, Energy Beams, Energy Blasts, Energy Manipulation, Energy Resistance, Existence Erasure, Fire Control, Fire Resistance, Flight, Force Fields, Gravity Control, Heat Resistance, Holy Manipulation, Intangibility, Invisibility, Levitation, Life Manipulation, Light Control, Longevity, Marksmanship, Master Martial Artist, Matter Manipulation, Metal Manipulation, Mind Control, Mind Control Resistance, Nigh-Omnipotent, Non-Physical Interaction, Peak Human Condition, Plant Control, Portal Creation, Power Bestowal, Power Mimicry, Power Nullifier, Precognition, Pressure Points, Reality Warping, Reflexes, Sealing, Shapeshifting, Smoke Manipulation, Soul Manipulation, Spinjitzu, Stamina, Statistics Amplification, Stealth, Summoning, Super Breath, Super Speed, Super Strength, Technopath/Cyberpath, Telekinesis, Telepathy, Telepathy Resistance, Teleportation, Terrakinesis, Time Manipulation, Time Travel, Timeframe Control, Toxin and Disease Control, Toxin and Disease Resistance, Transformation, Transmutation, Water Control, Weapons Master, Weather Control, Wind Control;94;61;30;12;Neutral;Alien;113.54;89.57;0.0;1.0;0.0
Goliath IV;William Barrett Foster;Marvel_Comics;4/4/97;;88;75;15;83;Bad;Human;209.1;921.19;1.0;0.0;0.0
Gorilla Girl;Fahnbullah Eddy;Marvel_Comics;1/7/78;Agility, Jump, Super Strength, Transformation, Wallcrawling;7;39;70;86;Bad;MetaHuman;243.41;66.99;0.0;0.0;0.0
Gorilla Grodd (CW);Grodd;Lego;20/11/43;;30;87;53;77;Good;Human;230.16;693.98;0.0;0.0;0.0
GPL;GPL Tech;Lego;6/11/98;Hacking, Intelligence, Marksmanship, Reflexes, Summoning, Weapon Creation, Weapon-based Powers, Weapons Master;18;66;30;43;Bad;God_Eternal;243.99;359.75;0.0;1.0;1.0
Grand Master Skywalker;Luke Skywalker;Shueisha;16/8/18;;51;20;94;90;Neutral;Alien;292.9;707.19;0.0;0.0;0.0
Granny Goodness;;Marvel_Comics;8/5/49;;18;75;42;92;Good;MetaHuman;128.15;242.23;0.0;0.0;0.0
Grant Ward (MCU);Grant Ward;Dark_Horse_Comics;20/1/20;Intelligence, Weapon-based Powers, Weapons Master;37;53;62;78;Bad;God_Eternal;178.32;569.42;1.0;0.0;0.0
Graviton (MCU);Glenn Talbot;Lego;1/2/73;Absorption, Accelerated Healing, Agility, Durability, Endurance, Energy Absorption, Energy Armor, Flight, Force Fields, Gravity Control, Intelligence, Jump, Levitation, Marksmanship, Mind Control Resistance, Power Augmentation, Reflexes, Seismic Power, Stamina, Stealth, Super Speed, Super Strength, Weapons Master;39;75;28;96;Bad;Mutant;287.13;403.83;0.0;1.0;0.0
Gravity;Greg Willis;Shueisha;8/2/95;;83;92;14;19;Good;Other;81.57;717.9;0.0;0.0;0.0
Great Evil Beast;The Great Darkness;Marvel_Comics;15/12/71;;26;5;86;37;Good;Other;121.91;284.19;0.0;0.0;0.0
Greedo;Greedo;Marvel_Comics;26/2/01;Weapons Master;91;83;48;11;Good;MetaHuman;145.08;55.43;1.0;0.0;0.0
Green Arrow (Injustice);Oliver Queen;Dark_Horse_Comics;18/11/62;Agility, Intelligence, Marksmanship, Weapon-based Powers, Weapons Master;33;46;94;65;Good;Human;182.63;62.54;0.0;0.0;0.0
Green Arrow;Oliver Queen;Other;7/11/47;;61;16;62;41;Neutral;Alien;187.36;541.32;0.0;0.0;1.0
Green Goblin (2099);Jennifer D'Angelo;Other;13/11/92;Flight, Intelligence, Power Suit, Super Strength, Weapon-based Powers, Weapons Master;91;87;15;96;Good;Other;45.44;341.05;0.0;0.0;0.0
Green Goblin III;Barton Hamilton;Shueisha;20/10/86;Durability, Super Strength;24;21;75;46;Good;Other;205.1;434.55;1.0;0.0;0.0
Green Goblin IV;Phillip Benjamin Urich;Marvel_Comics;21/12/86;Durability, Super Strength;22;52;88;28;Good;Mutant;76.2;257.93;0.0;1.0;0.0
Green Goblin (SONY);Norman Osborn;Marvel_Comics;20/11/65;;53;39;60;85;Good;Alien;134.11;977.26;0.0;0.0;0.0
Green Lantern (Injustice);Hal Jordan;Lego;18/8/12;Agility, Element Control, Endurance, Energy Absorption, Energy Beams, Energy Blasts, Energy Constructs, Energy Manipulation, Energy Resistance, Lantern Power Ring, Reflexes, Super Speed, Super Strength;7;36;60;67;Bad;God_Eternal;42.76;312.52;0.0;0.0;0.0
Green Lantern (New 52);Alan Scott;Shueisha;12/3/60;Astral Projection, Cold Resistance, Durability, Element Control, Endurance, Energy Beams, Energy Blasts, Energy Constructs, Flight, Heat Resistance, Invulnerability, Plant Control, Size Changing, Super Strength, The Green;57;43;79;11;Bad;Other;276.76;80.31;0.0;0.0;0.0
Greenskyn Smashtroll;Unknown;Dark_Horse_Comics;23/5/45;Accelerated Healing, Adaptation, Agility, Berserk Mode, Invulnerability, Jump, Super Speed, Super Strength, Wallcrawling;92;32;9;23;Good;Human;133.18;124.74;1.0;0.0;0.0
Grid;;Other;12/2/38;Agility, Dexterity, Durability, Endurance, Enhanced Senses, Flight, Natural Armor, Natural Weapons, Reflexes, Stamina, Stealth, Super Speed, Super Strength, Technopath/Cyberpath;24;55;100;31;Neutral;MetaHuman;45.39;833.65;0.0;0.0;0.0
Griffin Turner;Griffin Turner;Lego;29/7/00;Agility, Dexterity, Durability, Element Control, Endurance, Enhanced Senses, Enhanced Sight, Jump, Longevity, Peak Human Condition, Perception Manipulation, Reflexes, Stamina, Super Speed, Wallcrawling;62;84;61;57;Bad;Mutant;173.34;991.48;0.0;0.0;1.0
Grifter;Cole Cash;Dark_Horse_Comics;20/11/76;Accelerated Healing, Agility, Durability, Force Fields, Illusions, Intelligence, Levitation, Longevity, Marksmanship, Mind Control, Peak Human Condition, Reflexes, Regeneration, Stamina, Stealth, Super Speed, Super Strength, Telekinesis, Telepathy, Weapon-based Powers, Weapons Master;45;5;81;62;Good;God_Eternal;61.76;828.14;0.0;0.0;0.0
Grim Reaper;Eric Williams;Other;23/12/06;Energy Blasts, Regeneration, Teleportation, Weapon-based Powers, Weapons Master;98;52;39;30;Good;Other;246.83;781.09;0.0;0.0;0.0
Groot;Groot;Shueisha;25/1/08;Duplication, Durability, Fire Resistance, Intelligence, Invulnerability, Longevity, Matter Absorption, Plant Control, Regeneration, Resurrection, Size Changing, Stamina, Super Strength;91;28;64;93;Bad;God_Eternal;268.33;851.81;0.0;1.0;0.0
Gru;Felonius Gru;DC_Comics;30/3/37;Agility, Cryokinesis, Endurance, Energy Blasts, Explosion Manipulation, Fire Control, Hacking, Instinctive Reaction, Intelligence, Intuitive aptitude, Marksmanship, Peak Human Condition, Size Changing, Stealth, Vaporising Beams, Weapon Creation, Weapon-based Powers, Weapons Master;32;19;75;51;Bad;God_Eternal;233.62;63.79;1.0;0.0;0.0
Gypsy (CW);Cynthia;Marvel_Comics;5/5/94;;89;9;44;74;Good;Other;51.12;111.54;0.0;0.0;0.0
Gypsy;;Lego;28/2/87;Astral Projection, Camouflage, Illusions, Invisibility, Precognition, Telepathy;45;72;82;57;Bad;Mutant;147.18;510.63;0.0;0.0;0.0
Hammer;Leroy Hammer Jackson;Lego;9/8/73;Accelerated Healing, Cold Resistance, Durability, Electrokinesis, Element Control, Flight;5;56;23;25;Neutral;Mutant;88.22;13.49;0.0;1.0;1.0
Hammerhead;Joseph;Marvel_Comics;8/2/11;Durability, Invulnerability, Super Strength, Weapon-based Powers, Weapons Master;8;18;88;37;Good;Mutant;48.65;327.36;0.0;0.0;0.0
unnamed nephew;;Marvel_Comics;17/3/77;;13;28;15;23;Good;God_Eternal;260.44;21.85;0.0;0.0;0.0
Hancock;John Hancock;Other;30/8/19;Accelerated Healing, Agility, Durability, Enhanced Hearing, Enhanced Sight, Flight, Immortality, Invulnerability, Longevity, Reflexes, Stamina, Super Speed, Super Strength, Toxin and Disease Resistance, Weather Control;42;88;89;91;Bad;God_Eternal;57.71;305.39;0.0;1.0;0.0
Happy Hogan;Happy Hogan;DC_Comics;30/7/16;Weapon-based Powers, Weapons Master;65;12;91;78;Bad;Alien;161.05;995.64;0.0;0.0;0.0
Harbinger;Lyla Michaels;Lego;14/12/50;Audio Control, Bullet Time, Darkforce Manipulation, Duplication, Electrokinesis, Element Control, Energy Manipulation, Enhanced Hearing, Flight, Magnetism, Reflexes, Super Strength, Teleportation, Time Manipulation, Timeframe Control;35;31;38;90;Bad;Alien;236.48;278.8;0.0;0.0;0.0
Harley Keener;;Marvel_Comics;10/3/21;Weapons Master;85;45;60;49;Bad;God_Eternal;90.33;896.38;0.0;0.0;0.0
Harley Quinn (Arkham);Harleen Quinzel;DC_Comics;19/9/02;Agility, Dexterity, Durability, Endurance, Enhanced Hearing, Enhanced Memory, Enhanced Senses, Enhanced Sight, Enhanced Smell, Enhanced Touch, Insanity, Intelligence, Latent Abilities, Marksmanship, Peak Human Condition, Plant Control, Reflexes, Stamina, Stealth, Weapon-based Powers, Weapons Master;83;70;26;99;Neutral;God_Eternal;296.96;853.25;1.0;0.0;0.0
Harley Quinn (New 52);Harleen Quinzel;Dark_Horse_Comics;30/10/64;Accelerated Healing, Agility, Intelligence, Peak Human Condition, Reflexes, Stamina, Stealth, Super Strength, Toxin and Disease Resistance;66;73;45;30;Neutral;Mutant;169.22;379.96;0.0;0.0;0.0
Harley Quinn;Harleen Quinzel;Dark_Horse_Comics;18/3/09;Accelerated Healing, Agility, Intelligence, Marksmanship, Peak Human Condition, Reflexes, Stamina, Stealth, Super Strength, Toxin and Disease Resistance;42;95;73;42;Bad;God_Eternal;188.91;188.87;0.0;0.0;0.0
Harrison Wells (CW);Harrison Wells;Marvel_Comics;19/12/42;Agility, Intelligence, Intuitive aptitude, Marksmanship;37;39;93;44;Neutral;Mutant;54.38;691.58;0.0;0.0;0.0
Harry Osborn (Raimi Trilogy);Harold Osborn;Shueisha;3/2/44;Accelerated Healing, Agility, Durability, Flight, Intelligence, Power Suit, Reflexes, Stamina, Super Speed, Super Strength, Weapon-based Powers;57;31;92;21;Neutral;Alien;131.71;850.1;0.0;0.0;0.0
Harry Potter;Harry James Potter;Other;18/11/97;Accelerated Healing, Agility, Animal Control, Energy Blasts, Energy Constructs, Force Fields, Hypnokinesis, Illusions, Intelligence, Invisibility, Magic, Reality Warping, Shapeshifting, Stamina, Stealth, Telekinesis, Telepathy, Teleportation;80;5;50;18;Good;God_Eternal;35.12;204.24;0.0;1.0;0.0
Harumi;Harumi;Dark_Horse_Comics;17/9/48;Agility, Dexterity, Durability, Endurance, Intelligence, Marksmanship, Peak Human Condition, Reflexes, Resurrection, Stamina, Stealth, Summoning, Weapon-based Powers, Weapons Master;65;97;62;73;Good;Human;194.62;112.44;0.0;1.0;0.0
Unnamed (mother;;Dark_Horse_Comics;21/3/69;;78;53;53;24;Bad;MetaHuman;100.22;501.48;1.0;0.0;0.0
Unnamed (adoptive father;;Marvel_Comics;9/11/49;;61;14;22;21;Bad;MetaHuman;129.03;902.64;0.0;0.0;0.0
Unnamed (adoptive mother;;Marvel_Comics;26/3/04;;48;19;51;16;Neutral;Human;268.14;707.69;0.0;0.0;0.0
Harvey Bullock;;Other;24/12/40;Agility, Enhanced Memory, Enhanced Senses, Fear Manipulation, Information Analysis, Intelligence, Intuitive aptitude, Marksmanship, Peak Human Condition, Reflexes, Stamina, Weapon-based Powers, Weapons Master;34;95;5;31;Bad;Alien;242.39;606.64;0.0;1.0;1.0
Hashirama Senju;;Shueisha;3/3/42;Accelerated Healing, Adaptation, Agility, Animal Control, Danger Sense, Duplication, Element Control, Energy Absorption, Energy Armor, Energy Constructs, Enhanced Senses, Fire Control, Illusions, Intelligence, Jump, Light Control, Marksmanship, Mind Control Resistance, Peak Human Condition, Plant Control, Reflexes, Regeneration, Shapeshifting, Stamina, Stealth, Summoning, Super Speed, Super Strength, Terrakinesis, The Green, Toxin and Disease Resistance, Vitakinesis, Wallcrawling, Water Control, Weapons Master, Wind Control;100;88;36;16;Bad;Human;119.15;6.34;0.0;0.0;0.0
Havok (FOX);Alexander Summers;Lego;22/7/64;Energy Absorption, Energy Beams, Energy Blasts, Power Suit;77;75;30;65;Bad;Other;124.74;541.73;0.0;0.0;0.0
Havok;Alexander Summers;Marvel_Comics;19/11/91;Energy Absorption, Energy Blasts, Flight, Heat Resistance, Power Suit, Radiation Immunity;79;49;21;24;Neutral;MetaHuman;146.27;129.58;1.0;0.0;0.0
Hawk (Titans);Hank Hall;Lego;12/2/21;Agility, Durability, Endurance, Marksmanship, Peak Human Condition, Power Suit, Reflexes, Stamina, Stealth;15;29;68;30;Neutral;Other;85.7;95.64;0.0;1.0;0.0
Hawkeye II;Katherine Elizabeth Bishop;Other;12/9/10;Enhanced Memory, Photographic Reflexes, Stamina, Weapons Master;48;63;93;34;Neutral;Other;53.05;750.49;0.0;0.0;0.0
Hawkgirl;Kendra Saunders;DC_Comics;2/2/20;Accelerated Healing, Agility, Animal Attributes, Animal Oriented Powers, Berserk Mode, Cold Resistance, Dexterity, Durability, Endurance, Enhanced Hearing, Enhanced Memory, Enhanced Senses, Enhanced Sight, Enhanced Smell, Fire Resistance, Flight, Heat Resistance, Immortality, Intelligence, Interstellar Travel, Invulnerability, Jump, Mind Control Resistance, Reflexes, Regeneration, Seismic Power, Self-Sustenance, Stamina, Super Speed, Super Strength, Underwater breathing, Vision - Microscopic, Vision - Telescopic;36;71;45;38;Good;Human;105.16;114.79;0.0;0.0;0.0
Hawkman (CW);Carter Hall;Other;9/9/73;Flight, Gliding, Super Strength;60;100;63;18;Good;Mutant;218.03;368.1;0.0;0.0;0.0
Hawkwoman III;Shayera Thal;Lego;16/1/17;Flight, Gliding, Super Strength;86;33;58;59;Neutral;MetaHuman;29.27;777.58;1.0;0.0;0.0
Hawkwoman;Shayera Thal;Lego;19/4/62;Durability, Enhanced Hearing, Enhanced Senses, Enhanced Sight, Flight, Longevity;85;9;100;39;Neutral;Mutant;265.76;216.47;0.0;0.0;0.0
Heart Of The Monster Hulk;Bruce Banner;Dark_Horse_Comics;23/10/80;Ability Shift, Accelerated Healing, Adaptation, Agility, Dexterity, Dimensional Awareness, Dimensional Travel, Durability, Endurance, Energy Absorption, Energy Blasts, Energy Manipulation, Energy Resistance, Enhanced Hearing, Enhanced Senses, Enhanced Sight, Fire Resistance, Heat Resistance, Immortality, Intelligence, Invulnerability, Jump, Latent Abilities, Longevity, Marksmanship, Mind Control Resistance, Power Augmentation, Radiation Absorption, Radiation Control, Radiation Immunity, Reflexes, Regeneration, Resurrection, Seismic Power, Self-Sustenance, Shapeshifting, Size Changing, Sonic Scream, Spatial Awareness, Stamina, Super Breath, Super Speed, Super Strength, Telepathy Resistance, Toxin and Disease Resistance, Underwater breathing, Wishing;9;62;81;16;Neutral;Alien;252.22;885.79;0.0;0.0;1.0
Hearthstone;Hearthstone;Dark_Horse_Comics;23/6/65;Energy Absorption, Energy Blasts, Energy Constructs, Energy Manipulation, Energy Resistance, Force Fields, Light Control, Magic, Marksmanship, Mind Control Resistance, Omnilingualism, Portal Creation, Power Augmentation, Telepathy Resistance, Teleportation, Weapons Master;59;32;78;84;Neutral;Human;291.73;324.5;0.0;0.0;0.0
Heat Wave (CW);Mick Rory;Shueisha;21/10/52;;41;97;6;36;Good;God_Eternal;281.2;87.22;0.0;1.0;0.0
Heat Wave;Mick Rory;Other;10/4/01;Weapon-based Powers;97;41;45;53;Neutral;God_Eternal;141.03;173.31;1.0;0.0;0.0
Heavy Metal;Faith;Dark_Horse_Comics;10/7/77;Absorption, Agility, Camouflage, Changing Armor, Dexterity, Durability, Endurance, Enhanced Memory, Enhanced Senses, Enhanced Sight, Enhanced Smell, Enhanced Touch, Intelligence, Longevity, Marksmanship, Peak Human Condition, Power Nullifier, Power Suit, Reflexes, Stamina, Stealth, Summoning, Weapon-based Powers, Weapons Master;24;25;15;51;Good;God_Eternal;115.33;26.51;0.0;0.0;0.0
Heimdall (MCU);Heimdall;Dark_Horse_Comics;27/3/05;Accelerated Healing, Cold Resistance, Darkforce Manipulation, Durability, Enhanced Hearing, Enhanced Memory, Enhanced Senses, Enhanced Sight, Enhanced Smell, Enhanced Touch, Longevity, Nigh-Omniscient, Stamina, Super Speed, Super Strength;100;90;68;46;Good;Human;115.72;175.73;0.0;0.0;0.0
Frigga - Former Queen;;Shueisha;30/9/84;;20;95;94;59;Good;MetaHuman;234.08;938.42;0.0;1.0;1.0
Thor - King and Best Friend;;Marvel_Comics;12/10/72;;9;75;49;66;Good;God_Eternal;263.96;915.82;0.0;0.0;0.0
Hela;;Other;1/11/85;Accelerated Healing, Agility, Astral Projection, Death Touch, Durability, Enhanced Hearing, Enhanced Sight, Illusions, Invulnerability, Longevity, Magic, Omnilingualism, Stamina, Super Speed, Super Strength, Teleportation;32;19;38;26;Neutral;Alien;61.17;895.1;1.0;0.0;0.0
Hellboy (Injustice 2);Anung Un Rama;Marvel_Comics;31/8/90;;75;18;78;93;Neutral;MetaHuman;277.21;336.88;0.0;1.0;0.0
Hellboy;Anung Un Rama;Shueisha;25/6/78;;32;86;50;44;Bad;Human;165.98;677.51;0.0;0.0;0.0
Hellcat;Patricia Walker;Dark_Horse_Comics;1/2/19;Agility, Danger Sense, Intelligence, Magic Resistance, Natural Weapons, Peak Human Condition, Super Strength;82;58;18;67;Neutral;Human;274.5;426.02;0.0;0.0;0.0
Hellfire (MCU);JT James;Shueisha;17/7/86;;95;17;51;80;Good;Other;201.07;376.48;0.0;0.0;0.0
Hellstorm;Daimon Hellstrom;Shueisha;29/8/76;;100;99;12;75;Neutral;God_Eternal;207.12;764.9;1.0;0.0;0.0
Hepzibah;Hepzibah;DC_Comics;14/5/93;;97;45;86;86;Neutral;MetaHuman;102.43;491.02;0.0;0.0;0.0
Herald;Mal Duncan;Shueisha;12/11/48;Agility, Audio Control, Marksmanship, Master Martial Artist, Power Suit, Sonic Scream, Stamina, Super Strength, Teleportation, Weapons Master;12;48;68;8;Bad;God_Eternal;110.58;220.29;0.0;0.0;1.0
Hermione Granger;Hermione Granger;Marvel_Comics;15/1/87;Accelerated Healing, Agility, Cloaking, Energy Blasts, Energy Constructs, Force Fields, Hypnokinesis, Intelligence, Magic, Shapeshifting, Telekinesis, Teleportation, Time Travel;74;65;100;38;Good;Alien;208.19;683.94;0.0;0.0;0.0
Highfather;Izaya;Lego;23/5/15;;36;69;96;88;Bad;Mutant;291.13;558.43;0.0;1.0;0.0
Hinata Hyūga;Hinata Hyūga;Other;31/7/18;Adaptation, Agility, Danger Sense, Energy Armor, Energy Blasts, Energy Manipulation, Fire Control, Force Fields, Marksmanship, Stamina, Stealth, Vision - X-Ray, Weapons Master;62;76;49;6;Neutral;Mutant;121.31;152.4;1.0;0.0;0.0
Hiruzen Sarutobi;;DC_Comics;30/4/85;Adaptation, Agility, Animal Control, Danger Sense, Duplication, Electrokinesis, Element Control, Energy Absorption, Energy Armor, Energy Constructs, Energy Manipulation, Enhanced Smell, Fire Control, Illusions, Intelligence, Jump, Marksmanship, Peak Human Condition, Radar Sense, Reflexes, Stamina, Stealth, Summoning, Super Speed, Super Strength, Wallcrawling, Water Control, Weapon-based Powers, Weapons Master, Wind Control;27;30;39;57;Bad;MetaHuman;100.44;620.52;0.0;0.0;0.0
Hit-Girl;Mindy McCready;Lego;8/2/90;Agility, Intelligence, Reflexes, Stamina, Stealth, Weapon-based Powers;78;38;34;80;Good;Human;88.08;271.05;0.0;0.0;0.0
Hit-Monkey;Unknown;Dark_Horse_Comics;13/7/67;Adaptation, Agility, Animal Attributes, Animal Oriented Powers, Camouflage, Cold Resistance, Danger Sense, Endurance, Enhanced Hearing, Enhanced Senses, Enhanced Sight, Enhanced Smell, Intelligence, Intuitive aptitude, Jump, Latent Abilities, Marksmanship, Reflexes, Self-Sustenance, Spatial Awareness, Stamina, Stealth, Wallcrawling, Weapon-based Powers, Weapons Master;43;66;19;74;Bad;MetaHuman;46.34;546.77;0.0;1.0;1.0
